,FIPS,Combined_Key,date,Cumulative_Cases,State_Tribe_Territory,County_Name,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation,Daily_Cases,Slop,Total_Population,Susceptible_Population,Infection_Rate,7Day_Average_Cases,Infection_Rate_Smooth
22,36061.0,"New York, New York, US",2020-02-23,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
23,36061.0,"New York, New York, US",2020-02-24,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
24,36061.0,"New York, New York, US",2020-02-25,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
25,36061.0,"New York, New York, US",2020-02-26,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
26,36061.0,"New York, New York, US",2020-02-27,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
27,36061.0,"New York, New York, US",2020-02-28,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
28,36061.0,"New York, New York, US",2020-02-29,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
29,36061.0,"New York, New York, US",2020-03-01,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
30,36061.0,"New York, New York, US",2020-03-02,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
31,36061.0,"New York, New York, US",2020-03-03,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
32,36061.0,"New York, New York, US",2020-03-04,0,,,,False,,,,0.0,0.0,1694251,1694251,0.0,0.0,0.0
33,36061.0,"New York, New York, US",2020-03-05,1,,,,False,,,,1.0,1.0,1694251,1694250,5.9023166592887706e-05,0.14285714285714285,8.431880941841101e-06
34,36061.0,"New York, New York, US",2020-03-06,2,,,,False,,,,1.0,1.0,1694251,1694249,5.902320143025022e-05,0.2857142857142857,1.6863771837214345e-05
35,36061.0,"New York, New York, US",2020-03-07,5,,,,False,,,,3.0,3.0,1694251,1694246,0.00017706991782775346,0.7142857142857143,4.215950424470321e-05
36,36061.0,"New York, New York, US",2020-03-08,5,,,,False,,,,0.0,0.0,1694251,1694246,0.0,0.7142857142857143,4.215950424470321e-05
37,36061.0,"New York, New York, US",2020-03-09,5,,,,False,,,,0.0,0.0,1694251,1694246,0.0,0.7142857142857143,4.215950424470321e-05
38,36061.0,"New York, New York, US",2020-03-10,12,,,,False,,,,7.0,7.0,1694251,1694239,0.00041316484864296004,1.7142857142857142,0.00010118322823909224
39,36061.0,"New York, New York, US",2020-03-11,24,,,,False,,,,12.0,12.0,1694251,1694227,0.0007082876143515597,3.4285714285714284,0.00020236788981473135
40,36061.0,"New York, New York, US",2020-03-12,27,,,,False,,,,3.0,3.0,1694251,1694224,0.00017707221713303555,3.7142857142857144,0.00021923226883137736
41,36061.0,"New York, New York, US",2020-03-13,45,,,,False,,,,18.0,18.0,1694251,1694206,0.0010624445905633672,6.142857142857143,0.00036258029677956185
42,36061.0,"New York, New York, US",2020-03-14,84,,,,False,,,,39.0,39.0,1694251,1694167,0.002302016271123213,11.285714285714286,0.0006661512286400506
43,36061.0,"New York, New York, US",2020-03-15,112,,,,False,,,,28.0,28.0,1694251,1694139,0.0016527569461537688,15.285714285714286,0.000902270373665578
44,36061.0,"New York, New York, US",2020-03-16,172,,,,False,,,,60.0,60.0,1694251,1694079,0.003541747462780661,23.857142857142858,0.0014082662530580249
45,36061.0,"New York, New York, US",2020-03-17,241,,,,False,,,,69.0,69.0,1694251,1694010,0.004073175483025484,32.714285714285715,0.0019311742973350636
46,36061.0,"New York, New York, US",2020-03-18,402,,,,False,,,,161.0,161.0,1694251,1693849,0.00950497948754582,54.0,0.0031880055424066724
47,36061.0,"New York, New York, US",2020-03-19,737,,,,False,,,,335.0,335.0,1694251,1693514,0.01978135403663625,101.42857142857143,0.005989237256294984
48,36061.0,"New York, New York, US",2020-03-20,1174,,,,False,,,,437.0,437.0,1694251,1693077,0.025810993829577748,161.28571428571428,0.009526188961619246
49,36061.0,"New York, New York, US",2020-03-21,1544,,,,False,,,,370.0,370.0,1694251,1692707,0.021858478756217114,208.57142857142858,0.012321767947520072
50,36061.0,"New York, New York, US",2020-03-22,2066,,,,False,,,,522.0,522.0,1694251,1692185,0.03084769100305227,279.14285714285717,0.016496001154888924
51,36061.0,"New York, New York, US",2020-03-23,2673,,,,False,,,,607.0,607.0,1694251,1691578,0.03588365419744168,357.2857142857143,0.021121444845328696
52,36061.0,"New York, New York, US",2020-03-24,3078,,,,False,,,,405.0,405.0,1694251,1691173,0.023947875232161346,405.2857142857143,0.02396476967676957
53,36061.0,"New York, New York, US",2020-03-25,3520,,,,False,,,,442.0,442.0,1694251,1690731,0.02614253834583976,445.42857142857144,0.0263453246807784
54,36061.0,"New York, New York, US",2020-03-26,4062,,,,False,,,,542.0,542.0,1694251,1690189,0.03206741967910098,475.0,0.028103365954931667
55,36061.0,"New York, New York, US",2020-03-27,4585,,,,False,,,,523.0,523.0,1694251,1689666,0.03095286287349097,487.2857142857143,0.028839173794448978
56,36061.0,"New York, New York, US",2020-03-28,5216,,,,False,,,,631.0,631.0,1694251,1689035,0.03735861009392937,524.5714285714286,0.03105746349669655
57,36061.0,"New York, New York, US",2020-03-29,5806,,,,False,,,,590.0,590.0,1694251,1688445,0.034943394661952266,534.2857142857143,0.03164365521445557
58,36061.0,"New York, New York, US",2020-03-30,6228,,,,False,,,,422.0,422.0,1694251,1688023,0.024999659364830926,507.85714285714283,0.030085913690580213
59,36061.0,"New York, New York, US",2020-03-31,6876,,,,False,,,,648.0,648.0,1694251,1687375,0.03840284465515964,542.5714285714286,0.03215476278666144
60,36061.0,"New York, New York, US",2020-04-01,8173,,,,False,,,,1297.0,1297.0,1694251,1686078,0.07692408061785991,664.7142857142857,0.039423697226005305
61,36061.0,"New York, New York, US",2020-04-02,8997,,,,False,,,,824.0,824.0,1694251,1685254,0.04889470667329672,705.0,0.04183345655907062
62,36061.0,"New York, New York, US",2020-04-03,9625,,,,False,,,,628.0,628.0,1694251,1684626,0.03727830390840459,720.0,0.04273945671027278
63,36061.0,"New York, New York, US",2020-04-04,10212,,,,False,,,,587.0,587.0,1694251,1684039,0.03485667493448786,713.7142857142857,0.04238110196463892
64,36061.0,"New York, New York, US",2020-04-05,10878,,,,False,,,,666.0,666.0,1694251,1683373,0.039563424149015106,724.5714285714286,0.043042832965209055
65,36061.0,"New York, New York, US",2020-04-06,11573,,,,False,,,,695.0,695.0,1694251,1682678,0.04130320833813718,763.5714285714286,0.04537834502925864
66,36061.0,"New York, New York, US",2020-04-07,11984,,,,False,,,,411.0,411.0,1694251,1682267,0.02443131797746731,729.7142857142857,0.043376841233542934
67,36061.0,"New York, New York, US",2020-04-08,12365,,,,False,,,,381.0,381.0,1694251,1681886,0.022653140581466284,598.8571428571429,0.035606286208288956
68,36061.0,"New York, New York, US",2020-04-09,13119,,,,False,,,,754.0,754.0,1694251,1681132,0.04485073153089704,588.8571428571429,0.03502741859991618
69,36061.0,"New York, New York, US",2020-04-10,13754,NY,New York County,2.0,False,,,,635.0,635.0,1694251,1680497,0.037786440558953686,589.8571428571429,0.035100160420229426
70,36061.0,"New York, New York, US",2020-04-11,14323,NY,New York County,2.0,False,,,,569.0,569.0,1694251,1679928,0.033870499211870984,587.2857142857143,0.03495898123525022
71,36061.0,"New York, New York, US",2020-04-12,14913,NY,New York County,2.0,False,,,,590.0,590.0,1694251,1679338,0.03513289165135309,576.4285714285714,0.034324750075837705
72,36061.0,"New York, New York, US",2020-04-13,15433,NY,New York County,2.0,False,,,,520.0,520.0,1694251,1678818,0.030974173495876268,551.4285714285714,0.032846238926945714
73,36061.0,"New York, New York, US",2020-04-14,15755,NY,New York County,2.0,False,,,,322.0,322.0,1694251,1678496,0.019183840771738507,538.7142857142857,0.03209505925032206
74,36061.0,"New York, New York, US",2020-04-15,16032,NY,New York County,2.0,False,,,,277.0,277.0,1694251,1678219,0.016505593131766475,523.8571428571429,0.0312150644735367
75,36061.0,"New York, New York, US",2020-04-16,16440,NY,New York County,2.0,False,,,,408.0,408.0,1694251,1677811,0.024317399277987806,474.42857142857144,0.02827663970665179
76,36061.0,"New York, New York, US",2020-04-17,16900,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",460.0,460.0,1694251,1677351,0.027424194459001128,449.42857142857144,0.026793948996278745
77,36061.0,"New York, New York, US",2020-04-18,17348,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",448.0,448.0,1694251,1676903,0.026715916185969014,432.14285714285717,0.02577029542811106
78,36061.0,"New York, New York, US",2020-04-19,17719,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",371.0,371.0,1694251,1676532,0.022129013940682313,400.85714285714283,0.02390990108492667
79,36061.0,"New York, New York, US",2020-04-20,18057,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",338.0,338.0,1694251,1676194,0.020164730335510087,374.85714285714283,0.02236358934927239
80,36061.0,"New York, New York, US",2020-04-21,18259,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",202.0,202.0,1694251,1675992,0.012052563496723134,357.7142857142857,0.02134343634780391
81,36061.0,"New York, New York, US",2020-04-22,18454,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",195.0,195.0,1694251,1675797,0.011636254271847963,346.0,0.020646892195176382
82,36061.0,"New York, New York, US",2020-04-23,18847,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",393.0,393.0,1694251,1675404,0.023457028871842252,343.85714285714283,0.020523834421855434
83,36061.0,"New York, New York, US",2020-04-24,19233,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",386.0,386.0,1694251,1675018,0.023044528476708907,333.2857142857143,0.01989744076097775
84,36061.0,"New York, New York, US",2020-04-25,19633,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",400.0,400.0,1694251,1674618,0.023886044459094553,326.42857142857144,0.019492718424653947
85,36061.0,"New York, New York, US",2020-04-26,20043,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",410.0,410.0,1694251,1674208,0.024489191307173305,332.0,0.01983027198532082
86,36061.0,"New York, New York, US",2020-04-27,20458,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",415.0,415.0,1694251,1673793,0.024793985875194845,343.0,0.020492378687209233
87,36061.0,"New York, New York, US",2020-04-28,20609,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",151.0,151.0,1694251,1673642,0.009022240120647068,335.7142857142857,0.020058906606925837
88,36061.0,"New York, New York, US",2020-04-29,20719,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",110.0,110.0,1694251,1673532,0.00657292480813035,323.57142857142856,0.01933464245508473
89,36061.0,"New York, New York, US",2020-04-30,21027,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",308.0,308.0,1694251,1673224,0.018407577228153553,311.42857142857144,0.018612485323457675
90,36061.0,"New York, New York, US",2020-05-01,21354,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",327.0,327.0,1694251,1672897,0.01954692966751689,303.0,0.018112292627699134
91,36061.0,"New York, New York, US",2020-05-02,21646,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",292.0,292.0,1694251,1672605,0.01745779786620272,287.57142857142856,0.017193026959229977
92,36061.0,"New York, New York, US",2020-05-03,21866,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",220.0,220.0,1694251,1672385,0.013154865655934489,260.42857142857144,0.015572285773226347
93,36061.0,"New York, New York, US",2020-05-04,22114,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",248.0,248.0,1694251,1672137,0.01483132063939737,236.57142857142858,0.014147849642190118
94,36061.0,"New York, New York, US",2020-05-05,22257,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",143.0,143.0,1694251,1671994,0.008552662270319152,235.42857142857142,0.01408070671477119
95,36061.0,"New York, New York, US",2020-05-06,22363,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",106.0,106.0,1694251,1671888,0.006340137616873858,234.85714285714286,0.014047420811510274
96,36061.0,"New York, New York, US",2020-05-07,22587,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20217-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.17 (Apr. 15, 2020)",224.0,224.0,1694251,1671664,0.013399821973793778,222.85714285714286,0.013331455535151972
97,36061.0,"New York, New York, US",2020-05-08,22833,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",246.0,246.0,1694251,1671418,0.014718041806418261,211.28571428571428,0.012641105593317426
98,36061.0,"New York, New York, US",2020-05-09,23000,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",167.0,167.0,1694251,1671251,0.009992514589370479,193.42857142857142,0.011573879173659218
99,36061.0,"New York, New York, US",2020-05-10,23120,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",120.0,120.0,1694251,1671131,0.007180765601260465,179.14285714285714,0.01071985721902455
100,36061.0,"New York, New York, US",2020-05-11,23225,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",105.0,105.0,1694251,1671026,0.006283564708149364,158.71428571428572,0.009498014137080197
101,36061.0,"New York, New York, US",2020-05-12,23303,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",78.0,78.0,1694251,1670948,0.0046680088189458915,149.42857142857142,0.008942742169628941
102,36061.0,"New York, New York, US",2020-05-13,23400,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",97.0,97.0,1694251,1670851,0.005805424900245443,148.14285714285714,0.008866311666501508
103,36061.0,"New York, New York, US",2020-05-14,23595,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",195.0,195.0,1694251,1670656,0.011672061752988048,144.0,0.008619368679129635
104,36061.0,"New York, New York, US",2020-05-15,23760,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",165.0,165.0,1694251,1670491,0.009877335466039625,132.42857142857142,0.007927523789626608
105,36061.0,"New York, New York, US",2020-05-16,23919,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",159.0,159.0,1694251,1670332,0.009519065670776827,131.28571428571428,0.00785985745861986
106,36061.0,"New York, New York, US",2020-05-17,24073,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",154.0,154.0,1694251,1670178,0.009220574094497712,136.14285714285714,0.008151398063132023
107,36061.0,"New York, New York, US",2020-05-18,24213,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",140.0,140.0,1694251,1670038,0.008383042781062467,141.14285714285714,0.008451475783356855
108,36061.0,"New York, New York, US",2020-05-19,24267,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",54.0,54.0,1694251,1669984,0.0032335639143848084,137.71428571428572,0.008246443421870253
109,36061.0,"New York, New York, US",2020-05-20,24318,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",51.0,51.0,1694251,1669933,0.003054014741908807,131.14285714285714,0.00785318076490836
110,36061.0,"New York, New York, US",2020-05-21,24451,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",133.0,133.0,1694251,1669800,0.007965025751587015,122.28571428571429,0.0073233749123077195
111,36061.0,"New York, New York, US",2020-05-22,24618,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",167.0,167.0,1694251,1669633,0.010002198087843257,122.57142857142857,0.007341219811265624
112,36061.0,"New York, New York, US",2020-05-23,24784,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",166.0,166.0,1694251,1669467,0.00994329327863324,123.57142857142857,0.007401849127381887
113,36061.0,"New York, New York, US",2020-05-24,24929,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",145.0,145.0,1694251,1669322,0.008686161207963474,122.28571428571429,0.0073254719152874214
114,36061.0,"New York, New York, US",2020-05-25,25082,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",153.0,153.0,1694251,1669169,0.009166237810551238,124.14285714285714,0.007437404908841295
115,36061.0,"New York, New York, US",2020-05-26,25131,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",49.0,49.0,1694251,1669120,0.002935678680981595,123.42857142857143,0.007394829097283085
116,36061.0,"New York, New York, US",2020-05-27,25202,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",71.0,71.0,1694251,1669049,0.0042539194475416835,126.28571428571429,0.0075663275485449676
117,36061.0,"New York, New York, US",2020-05-28,25273,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",71.0,71.0,1694251,1668978,0.004254100413546494,117.42857142857143,0.0070359568207952064
118,36061.0,"New York, New York, US",2020-05-29,25401,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",128.0,128.0,1694251,1668850,0.007669952362405249,111.85714285714286,0.006702648102414409
119,36061.0,"New York, New York, US",2020-05-30,25511,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",110.0,110.0,1694251,1668740,0.006591799801047497,103.85714285714286,0.0062236863056643246
120,36061.0,"New York, New York, US",2020-05-31,25610,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",99.0,99.0,1694251,1668641,0.00593297180160382,97.28571428571429,0.005830236359151806
121,36061.0,"New York, New York, US",2020-06-01,25684,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",74.0,74.0,1694251,1668567,0.004434943277674795,86.0,0.0051541232686490865
122,36061.0,"New York, New York, US",2020-06-02,25724,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",40.0,40.0,1694251,1668527,0.002397324106831954,84.71428571428571,0.005077189983397674
123,36061.0,"New York, New York, US",2020-06-03,25750,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",26.0,26.0,1694251,1668501,0.0015582849515822885,78.28571428571429,0.004691978865203814
124,36061.0,"New York, New York, US",2020-06-04,25829,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",79.0,79.0,1694251,1668422,0.0047350130842197,79.42857142857143,0.0047607003161413254
125,36061.0,"New York, New York, US",2020-06-05,25901,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",72.0,72.0,1694251,1668350,0.00431564120238559,71.42857142857143,0.004281390081731736
126,36061.0,"New York, New York, US",2020-06-06,25976,NY,New York County,1.0,True,Official,https://www.governor.ny.gov/news/no-20229-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.29 (May 8, 2020)",75.0,75.0,1694251,1668275,0.004495661686472554,66.42857142857143,0.003981871779447119
